qacc	Entry	Tax_ID
M01323:399:000000000-B29GY:1:2112:6604:3861	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:17397:3893	NR_025821.1	270920
M01323:399:000000000-B29GY:1:2112:5623:3964	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:16133:4075	NR_108636.1	682400
M01323:399:000000000-B29GY:1:2112:17189:4077	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:10059:4089	NR_114245.1	349750
M01323:399:000000000-B29GY:1:2112:12334:4092	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:13688:4114	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:5374:4130	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:2112:14777:4147	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:26163:4153	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:2112:26145:4156	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:2112:25622:4220	NR_113678.1	92406
M01323:399:000000000-B29GY:1:2112:23832:4234	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:8012:4255	NR_025522.1	698738
M01323:399:000000000-B29GY:1:2112:13432:4258	NR_156912.1	1450156
M01323:399:000000000-B29GY:1:2112:19202:4270	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:15173:4325	NR_043652.1	349750
M01323:399:000000000-B29GY:1:2112:19421:4390	NR_156912.1	1450156
M01323:399:000000000-B29GY:1:2112:6454:4426	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:6375:4432	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:6667:4441	NR_043547.1	335975
M01323:399:000000000-B29GY:1:2112:16078:4446	NR_043652.1	349750
M01323:399:000000000-B29GY:1:2112:11714:4455	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:11722:4471	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:5028:4471	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:11306:4500	NR_114982.1	136468
M01323:399:000000000-B29GY:1:2112:16977:4532	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:2112:22622:4548	NR_125697.1	1481672
M01323:399:000000000-B29GY:1:2112:25932:4602	NR_043875.1	381308
M01323:399:000000000-B29GY:1:2112:21349:4632	NR_148755.1	314275
M01323:399:000000000-B29GY:1:2112:17337:4633	NR_043463.1	326544
M01323:399:000000000-B29GY:1:2112:13854:4667	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:24951:4684	NR_132291.1	1215923
M01323:399:000000000-B29GY:1:2112:19273:4690	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:19318:4723	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:2112:12354:4739	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:9725:4841	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:13821:4844	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:6099:4845	NR_104931.1	376165
M01323:399:000000000-B29GY:1:2112:8559:4869	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:25760:4870	NR_043547.1	335975
M01323:399:000000000-B29GY:1:2112:17215:4930	NR_043531.1	333140
M01323:399:000000000-B29GY:1:2112:19532:5011	NR_043652.1	349750
M01323:399:000000000-B29GY:1:2112:8000:5068	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:2112:6713:5082	NR_043547.1	335975
M01323:399:000000000-B29GY:1:2112:9329:5089	NR_044687.2	854
M01323:399:000000000-B29GY:1:2112:11574:5096	NR_147728.1	1706046
M01323:399:000000000-B29GY:1:2112:9322:5153	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:5986:5173	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:5839:5232	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:9084:5247	NR_117782.1	416213
M01323:399:000000000-B29GY:1:2112:13141:5265	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:21987:5281	NR_074191.1	1150469
M01323:399:000000000-B29GY:1:2112:16547:5315	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:22081:5328	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:6446:5391	NR_114191.1	43660
M01323:399:000000000-B29GY:1:2112:6244:5393	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:12193:5519	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:26625:5560	NR_074118.1	706587
M01323:399:000000000-B29GY:1:2112:24429:5625	NR_125541.1	1293045
M01323:399:000000000-B29GY:1:2112:5153:5650	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:8042:5751	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:7601:5755	NR_156936.1	1904463
M01323:399:000000000-B29GY:1:2112:10692:5797	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:21796:5891	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:18000:5951	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:18483:5981	NR_025821.1	270920
M01323:399:000000000-B29GY:1:2112:22890:5981	NR_043959.1	394751
M01323:399:000000000-B29GY:1:2112:8331:6051	NR_104931.1	376165
M01323:399:000000000-B29GY:1:2112:15109:6069	NR_043547.1	335975
M01323:399:000000000-B29GY:1:2112:19068:6080	NR_102485.1	862908
M01323:399:000000000-B29GY:1:2112:24669:6089	NR_126306.1	1470434
M01323:399:000000000-B29GY:1:2112:19819:6112	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:6352:6133	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:2112:6364:6147	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:2112:16670:6156	NR_108450.1	641702
M01323:399:000000000-B29GY:1:2112:7696:6165	NR_025522.1	698738
M01323:399:000000000-B29GY:1:2112:16740:6166	NR_116593.1	571166
M01323:399:000000000-B29GY:1:2112:19206:6219	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:7479:6259	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:13933:6269	NR_114191.1	43660
M01323:399:000000000-B29GY:1:2112:20576:6277	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:2112:26198:6334	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:2112:15920:6383	NR_156936.1	1904463
M01323:399:000000000-B29GY:1:2112:22225:6401	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:8298:6406	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:20892:6416	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:15782:6477	NR_074191.1	1150469
M01323:399:000000000-B29GY:1:2112:23100:6481	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:23679:6483	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:2112:9316:6486	NR_112998.1	676205
M01323:399:000000000-B29GY:1:2112:23696:6488	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:2112:23089:6495	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:13868:6506	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:11115:6568	NR_102485.1	862908
M01323:399:000000000-B29GY:1:2112:13343:6590	NR_042468.1	170673
M01323:399:000000000-B29GY:1:2112:11509:6624	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:26700:6644	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:17159:6649	NR_102485.1	862908
M01323:399:000000000-B29GY:1:2112:24389:6654	NR_108293.1	555883
M01323:399:000000000-B29GY:1:2112:26707:6664	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:12103:6698	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:3743:6746	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:20902:6770	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:8671:6819	NR_114049.1	28107
M01323:399:000000000-B29GY:1:2112:12423:6829	NR_041567.1	1122599
M01323:399:000000000-B29GY:1:2112:10960:6970	NR_133732.1	1354731
M01323:399:000000000-B29GY:1:2112:18191:6983	NR_116234.1	491950
M01323:399:000000000-B29GY:1:2112:26213:6984	NR_135726.1	570162
M01323:399:000000000-B29GY:1:2112:14090:6993	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:3795:7047	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:11542:7063	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:25733:7069	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:21393:7075	NR_102485.1	862908
M01323:399:000000000-B29GY:1:2112:24889:7078	NR_148755.1	314275
M01323:399:000000000-B29GY:1:2112:21410:7087	NR_102485.1	862908
M01323:399:000000000-B29GY:1:2112:20052:7089	NR_158091.1	1965019
M01323:399:000000000-B29GY:1:2112:21392:7096	NR_102485.1	862908
M01323:399:000000000-B29GY:1:2112:6667:7103	NR_149818.1	1806670
M01323:399:000000000-B29GY:1:2112:10697:7145	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:18190:7150	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:23476:7178	NR_043547.1	335975
M01323:399:000000000-B29GY:1:2112:4341:7207	NR_114191.1	43660
M01323:399:000000000-B29GY:1:2112:15786:7208	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:2112:16459:7226	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:25334:7226	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:22105:7227	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:2112:19714:7350	NR_114191.1	43660
M01323:399:000000000-B29GY:1:2112:21226:7356	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:8906:7432	NR_114982.1	136468
M01323:399:000000000-B29GY:1:2112:14721:7439	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:22313:7450	NR_145659.1	1323422
M01323:399:000000000-B29GY:1:2112:22292:7456	NR_108636.1	682400
M01323:399:000000000-B29GY:1:2112:26688:7507	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:2112:27574:7510	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:27183:7515	NR_043547.1	335975
M01323:399:000000000-B29GY:1:2112:13632:7515	NR_114982.1	136468
M01323:399:000000000-B29GY:1:2112:16281:7575	NR_024943.1	28202
M01323:399:000000000-B29GY:1:2112:21835:7577	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:17271:7699	NR_036866.1	56804
M01323:399:000000000-B29GY:1:2112:23504:7703	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:23490:7715	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:11185:7723	NR_114191.1	43660
M01323:399:000000000-B29GY:1:2112:25469:7724	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:21473:7777	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:3026:7787	NR_025522.1	698738
M01323:399:000000000-B29GY:1:2112:4290:7808	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:4029:7826	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:16806:7835	NR_112998.1	676205
M01323:399:000000000-B29GY:1:2112:4014:7838	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:17365:7881	NR_115262.1	169292
M01323:399:000000000-B29GY:1:2112:16659:7885	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:8667:7915	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:12029:7918	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:16847:7932	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:14390:7949	NR_113943.1	308113
M01323:399:000000000-B29GY:1:2112:9697:7951	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:20983:7963	NR_043959.1	394751
M01323:399:000000000-B29GY:1:2112:5308:7968	NR_156936.1	1904463
M01323:399:000000000-B29GY:1:2112:25434:7989	NR_043547.1	335975
M01323:399:000000000-B29GY:1:2112:13494:8001	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:15168:8084	NR_132292.1	1155801
M01323:399:000000000-B29GY:1:2112:6064:8107	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:2112:16372:8129	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:2112:9877:8140	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:5201:8167	NR_146708.2	1528106
M01323:399:000000000-B29GY:1:2112:20342:8216	NR_043547.1	335975
M01323:399:000000000-B29GY:1:2112:9084:8234	NR_112998.1	676205
M01323:399:000000000-B29GY:1:2112:19402:8238	NR_115012.1	70995
M01323:399:000000000-B29GY:1:2112:11300:8241	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:18608:8383	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:2112:24244:8416	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:10354:8416	NR_043652.1	349750
M01323:399:000000000-B29GY:1:2112:4790:8429	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:28250:8445	NR_145659.1	1323422
M01323:399:000000000-B29GY:1:2112:20647:8450	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:2112:16582:8475	NR_025522.1	698738
M01323:399:000000000-B29GY:1:2112:24413:8481	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:5986:8489	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:13878:8501	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:9207:8527	NR_102485.1	862908
M01323:399:000000000-B29GY:1:2112:10815:8547	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:15689:8554	NR_043547.1	335975
M01323:399:000000000-B29GY:1:2112:10805:8563	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:11761:8633	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:10014:8725	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:23320:8725	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:19648:8741	NR_112998.1	676205
M01323:399:000000000-B29GY:1:2112:21230:8763	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:19049:8793	NR_148664.1	1759387
M01323:399:000000000-B29GY:1:2112:21834:8811	NR_044873.1	43675
M01323:399:000000000-B29GY:1:2112:18742:8848	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:18762:8851	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:20848:8887	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:2112:20762:8899	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:14847:8900	NR_112998.1	676205
M01323:399:000000000-B29GY:1:2112:11782:8944	NR_024938.1	81031
M01323:399:000000000-B29GY:1:2112:5235:8964	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:24771:8996	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:18501:9001	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:22132:9005	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:23684:9013	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:22131:9023	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:15414:9052	NR_134141.1	1470563
M01323:399:000000000-B29GY:1:2112:2403:9064	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:24997:9078	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:9488:9093	NR_043463.1	326544
M01323:399:000000000-B29GY:1:2112:6036:9097	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:24703:9107	NR_117380.1	285106
M01323:399:000000000-B29GY:1:2112:28954:9148	NR_112824.1	566293
M01323:399:000000000-B29GY:1:2112:22969:9201	NR_102447.1	292564
M01323:399:000000000-B29GY:1:2112:17294:9231	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:21977:9241	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:13405:9257	NR_156936.1	1904463
M01323:399:000000000-B29GY:1:2112:11446:9258	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:27236:9266	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:25713:9324	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:11844:9332	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:25706:9342	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:11859:9348	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:26420:9351	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:28799:9357	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:28816:9363	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:9346:9385	NR_114191.1	43660
M01323:399:000000000-B29GY:1:2112:5649:9402	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:2112:21466:9405	NR_132291.1	1215923
M01323:399:000000000-B29GY:1:2112:27034:9419	NR_116168.1	888828
M01323:399:000000000-B29GY:1:2112:17161:9425	NR_025821.1	270920
M01323:399:000000000-B29GY:1:2112:18904:9431	NR_025821.1	270920
M01323:399:000000000-B29GY:1:2112:7638:9446	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:8428:9539	NR_026472.1	83219
M01323:399:000000000-B29GY:1:2112:18418:9562	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:3897:9565	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:24560:9578	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:7759:9584	NR_114982.1	136468
M01323:399:000000000-B29GY:1:2112:24558:9596	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:15162:9651	NR_116611.1	570281
M01323:399:000000000-B29GY:1:2112:21935:9662	NR_043652.1	349750
M01323:399:000000000-B29GY:1:2112:28213:9671	NR_041633.1	1331058
M01323:399:000000000-B29GY:1:2112:6168:9684	NR_074420.1	2350
M01323:399:000000000-B29GY:1:2112:19642:9701	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:2213:9703	NR_044225.1	433840
M01323:399:000000000-B29GY:1:2112:6566:9708	NR_159350.1	2021220
M01323:399:000000000-B29GY:1:2112:28450:9734	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:22242:9745	NR_108450.1	641702
M01323:399:000000000-B29GY:1:2112:24547:9755	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:8683:9799	NR_114191.1	43660
M01323:399:000000000-B29GY:1:2112:16570:9861	NR_113657.1	81447
M01323:399:000000000-B29GY:1:2112:3147:9935	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:4016:9942	NR_113255.1	935294
M01323:399:000000000-B29GY:1:2112:13294:9944	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:14340:9951	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:2112:17149:9962	NR_133732.1	1354731
M01323:399:000000000-B29GY:1:2112:18769:9974	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:10666:9977	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:15575:9981	NR_043959.1	394751
M01323:399:000000000-B29GY:1:2112:9114:9996	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:19678:10000	NR_026315.1	46206
M01323:399:000000000-B29GY:1:2112:24924:10022	NR_118670.1	39496
M01323:399:000000000-B29GY:1:2112:28631:10024	NR_026315.1	46206
M01323:399:000000000-B29GY:1:2112:20831:10034	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:3823:10038	NR_126306.1	1470434
M01323:399:000000000-B29GY:1:2112:28627:10044	NR_026315.1	46206
M01323:399:000000000-B29GY:1:2112:23071:10046	NR_117782.1	416213
M01323:399:000000000-B29GY:1:2112:8476:10050	NR_043547.1	335975
M01323:399:000000000-B29GY:1:2112:8574:10052	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:13476:10064	NR_114237.1	43657
M01323:399:000000000-B29GY:1:2112:8822:10066	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:8584:10068	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:8813:10083	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:11740:10112	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:2112:5716:10117	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:27419:10126	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:21807:10130	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:7247:10145	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:10484:10171	NR_043547.1	335975
M01323:399:000000000-B29GY:1:2112:27839:10224	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:15374:10237	NR_108534.1	651666
M01323:399:000000000-B29GY:1:2112:19532:10255	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:10152:10340	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:6290:10343	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:2112:10950:10344	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:25381:10359	NR_043547.1	335975
M01323:399:000000000-B29GY:1:2112:23161:10368	NR_102876.1	1184267
M01323:399:000000000-B29GY:1:2112:27186:10382	NR_108293.1	555883
M01323:399:000000000-B29GY:1:2112:27202:10401	NR_108293.1	555883
M01323:399:000000000-B29GY:1:2112:14514:10435	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:27171:10482	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:12397:10490	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:27152:10493	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:20263:10502	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:5393:10505	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:7670:10530	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:7653:10534	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:16514:10541	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:15247:10570	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:13716:10574	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:18805:10670	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:2112:17111:10673	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:8795:10685	NR_146351.1	1651968
M01323:399:000000000-B29GY:1:2112:2090:10727	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:19406:10736	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:2112:26733:10744	NR_159350.1	2021220
M01323:399:000000000-B29GY:1:2112:19021:10792	NR_134141.1	1470563
M01323:399:000000000-B29GY:1:2112:14718:10854	NR_134141.1	1470563
M01323:399:000000000-B29GY:1:2112:13226:10904	NR_102485.1	862908
M01323:399:000000000-B29GY:1:2112:15725:10945	NR_102485.1	862908
M01323:399:000000000-B29GY:1:2112:26419:10961	NR_109668.1	29497
M01323:399:000000000-B29GY:1:2112:26403:10970	NR_116067.1	693153
M01323:399:000000000-B29GY:1:2112:18293:10991	NR_114405.1	28229
M01323:399:000000000-B29GY:1:2112:27098:11000	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:2112:18295:11012	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:14797:11043	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:2112:4895:11081	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:27578:11088	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:20358:11106	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:10130:11106	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:2112:17945:11107	NR_113609.1	55601
M01323:399:000000000-B29GY:1:2112:9156:11161	NR_114191.1	43660
M01323:399:000000000-B29GY:1:2112:9627:11180	NR_112824.1	566293
M01323:399:000000000-B29GY:1:2112:20697:11192	NR_043652.1	349750
M01323:399:000000000-B29GY:1:2112:23482:11205	NR_109730.1	1268273
M01323:399:000000000-B29GY:1:2112:11108:11276	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:2159:11287	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:17678:11322	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:2988:11329	NR_132291.1	1215923
M01323:399:000000000-B29GY:1:2112:4085:11354	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:11881:11397	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:7373:11413	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:14017:11438	NR_114191.1	43660
M01323:399:000000000-B29GY:1:2112:17845:11461	NR_043547.1	335975
M01323:399:000000000-B29GY:1:2112:6479:11492	NR_025522.1	698738
M01323:399:000000000-B29GY:1:2112:6497:11496	NR_025522.1	698738
M01323:399:000000000-B29GY:1:2112:14879:11510	NR_043461.1	1193518
M01323:399:000000000-B29GY:1:2112:28218:11511	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:11680:11533	NR_044225.1	433840
M01323:399:000000000-B29GY:1:2112:16674:11534	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:19018:11578	NR_135874.1	1619507
M01323:399:000000000-B29GY:1:2112:9241:11591	NR_134141.1	1470563
M01323:399:000000000-B29GY:1:2112:3490:11609	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:20972:11616	NR_125541.1	1293045
M01323:399:000000000-B29GY:1:2112:24006:11642	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:14484:11663	NR_074418.1	526224
M01323:399:000000000-B29GY:1:2112:26457:11669	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:17978:11738	NR_135697.1	1607954
M01323:399:000000000-B29GY:1:2112:3660:11753	NR_024571.1	219301
M01323:399:000000000-B29GY:1:2112:27852:11770	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:25485:11778	NR_137375.1	1656094
M01323:399:000000000-B29GY:1:2112:21921:11783	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:21931:11798	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:26028:11808	NR_152080.1	1603353
M01323:399:000000000-B29GY:1:2112:23404:11826	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:24860:11864	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:4511:11907	NR_109065.1	889488
M01323:399:000000000-B29GY:1:2112:9408:11996	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:8425:11999	NR_108636.1	682400
M01323:399:000000000-B29GY:1:2112:25408:12019	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:11391:12046	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:20105:12055	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:8101:12083	NR_025821.1	270920
M01323:399:000000000-B29GY:1:2112:1790:12158	NR_025522.1	698738
M01323:399:000000000-B29GY:1:2112:18445:12165	NR_113678.1	92406
M01323:399:000000000-B29GY:1:2112:11660:12215	NR_025522.1	698738
M01323:399:000000000-B29GY:1:2112:13438:12270	NR_037047.1	28229
M01323:399:000000000-B29GY:1:2112:6233:12283	NR_159227.1	1981510
M01323:399:000000000-B29GY:1:2112:6249:12298	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:2112:7536:12309	NR_042468.1	170673
M01323:399:000000000-B29GY:1:2112:29624:12343	NR_043652.1	349750
M01323:399:000000000-B29GY:1:2112:29648:12345	NR_074186.1	648757
M01323:399:000000000-B29GY:1:2112:24226:12395	NR_132291.1	1215923
M01323:399:000000000-B29GY:1:2112:23351:12414	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:2112:20316:12422	NR_109730.1	1268273
